Event_ID,irwinID,Incid_Name,Incid_Type,Map_ID,Map_Prog,Asmnt_Type,BurnBndAc,BurnBndLat,BurnBndLon,Ig_Date,Pre_ID,Post_ID,Perim_ID,dNBR_offst,dNBR_stdDv,NoData_T,IncGreen_T,Low_T,Mod_T,High_T,Comment,_EVT_mean,_EVT_media,_EVT_major,LF20_EVT_2,LF20_EVT_1,LF20_EVT_3,LF20_EVT_4,LF20_EVT_5,LF20_EVT_6,LF20_EVT_7,LF20_EVT_8,LF20_EVT_9,LF20_EVT10,LF20_EVT11,LF20_EVT12,LF20_EVT13,LF20_EVT14,LF20_EVT15,LF20_EVT16,LF20_EVT17,LF20_EVT18,dist_pole,x,y
WY4147110662820040322,,PENNOCK RX,Prescribed Fire,"13406",MTBS,Initial,"3593","41.471","-106.628",2004/03/22,"503503120010619","503503120040510",,"68","-9999","-970","-150","165","470","9999",,7122.583953373015902,7054.000000000000000,7126.000000000000000,Inter-Mountain Basins Montane Sagebrush Steppe,"7126","2126",Sh Inter-Mountain Basins Montane Sagebrush Steppe,Shrub,Shrubland,"604",Big Sagebrush Shrubland and Steppe,SRM 402: Mountain Big Sagebrush,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,"219","140","37","0.858824","0.549020","0.145098",0.008893993810176,-106.6376731492,41.4813216137
CO4071810523020040330,,PICNIC ROCK,Wildfire,"13523",MTBS,Extended,"9014","40.718","-105.230",2004/03/30,"503403220030720","503403220040706",,"37","-9999","-970","-150","120","231","400",,7248.024156138965736,7146.000000000000000,7147.000000000000000,Western Great Plains Foothill and Piedmont Grassland,"7147","2147",He Western Great Plains Foothill and Piedmont Grassland,Herb,Grassland,"617",Grassland,SRM 604: Bluestem-Grama Prairie,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,"255","157","77","1.000000","0.615686","0.301961",0.017388903300606,-105.2107174882,40.7016735530
CO3895110784320040703,,MCGRUDER,Wildfire,"13470",MTBS,Extended,"2998","38.951","-107.843",2004/07/03,"503503320030711","503503320050716",,"-14","-9999","-970","-150","70","309","580",McGruder,7245.536728189163114,7107.000000000000000,7107.000000000000000,Rocky Mountain Gambel Oak-Mixed Montane Shrubland,"7107","2107",Sh Rocky Mountain Gambel Oak-Mixed Montane Shrubland,Shrub,Shrubland,"612",Deciduous Shrubland,SRM 413: Gambel oak,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,"245","175","54","0.960784","0.686275","0.211765",0.012383835366638,-107.8513447660,38.9461553935
CO3841910856620040730,,CAMPBELL,Wildfire,"13522",MTBS,Extended,"4429","38.419","-108.566",2004/07/30,"503503320030711","503503320050716",,"-12","-9999","-970","-150","100","331","600",Campbell,7206.320995084763126,7107.000000000000000,7107.000000000000000,Rocky Mountain Gambel Oak-Mixed Montane Shrubland,"7107","2107",Sh Rocky Mountain Gambel Oak-Mixed Montane Shrubland,Shrub,Shrubland,"612",Deciduous Shrubland,SRM 413: Gambel oak,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,"245","175","54","0.960784","0.686275","0.211765",0.015359831212510,-108.5646940605,38.4213824844
NM3686510601220050502,,RX,Prescribed Fire,"10004093",MTBS,Initial,"1203","36.876","-105.997",2005/05/02,"503303420030526","503403420050522",,"-12","21","-970","-150","20","300","9999",,7208.681008902077338,7117.000000000000000,7146.000000000000000,Southern Rocky Mountain Montane-Subalpine Grassland,"7146","2146",He Southern Rocky Mountain Montane-Subalpine Grassland,Herb,Grassland,"617",Grassland,SRM 410: Alpine Rangeland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,"171","145","106","0.670588","0.568627","0.415686",0.005738824214318,-105.9961900537,36.8755210602
CO3715210689620050622,,RIO BLANCO WFU,Wildfire,"14195",MTBS,Extended,"1083","37.152","-106.896",2005/06/22,"503403420050623","503403420060610",,"9","-9999","-970","-150","150","350","600",,7125.875256884504779,7054.000000000000000,7054.000000000000000,Southern Rocky Mountain Ponderosa Pine Woodland,"7054","2054",Tr Southern Rocky Mountain Ponderosa Pine Woodland,Tree,Conifer,"631","Ponderosa Pine Forest, Woodland and Savanna",SAF 237: Interior Ponderosa Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,"214","255","181","0.839216","1.000000","0.709804",0.006199316635218,-106.9052060797,37.1500863111
CO3816010503620050706,,MASON,Wildfire,"14194",MTBS,Extended,"11023","38.160","-105.036",2005/07/06,"503303420030627","703303420060713",,"14","-9999","-970","-150","150","393","680",,7314.745919334987775,7107.000000000000000,7054.000000000000000,Southern Rocky Mountain Ponderosa Pine Woodland,"7054","2054",Tr Southern Rocky Mountain Ponderosa Pine Woodland,Tree,Conifer,"631","Ponderosa Pine Forest, Woodland and Savanna",SAF 237: Interior Ponderosa Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,"214","255","181","0.839216","1.000000","0.709804",0.024183753997553,-105.0405614927,38.1709361170
WY4194810518420050903,,WINDMILL,Wildfire,"14122",MTBS,Initial,"1105","41.948","-105.184",2005/09/03,"503403120040908","503403120050911",,"-81","-9999","-970","-150","-9999","9999","9999",,7199.655671761866870,7149.000000000000000,7149.000000000000000,Western Great Plains Shortgrass Prairie,"7149","2149",He Western Great Plains Shortgrass Prairie,Herb,Grassland,"648",Shortgrass Prairie,SRM 611: Blue Grama-Buffalograss,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,"255","142","66","1.000000","0.556863","0.258824",0.007599176097346,-105.1791951617,41.9469475266
CO3771710862320050911,,FAR DRAW WFU,Wildland Fire Use,"14157",MTBS,Extended,"1168","37.717","-108.623",2005/09/11,"503503420050614","503503420060601","503503420050918","91","-9999","-970","-150","170","411","700",,7128.636883215850503,7054.000000000000000,7054.000000000000000,Southern Rocky Mountain Ponderosa Pine Woodland,"7054","2054",Tr Southern Rocky Mountain Ponderosa Pine Woodland,Tree,Conifer,"631","Ponderosa Pine Forest, Woodland and Savanna",SAF 237: Interior Ponderosa Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,"214","255","181","0.839216","1.000000","0.709804",0.005565917509610,-108.6131204688,37.7220706139
NM3635610626420050917,,PINE CANYON,Wildfire,"14197",MTBS,Extended,"4092","36.356","-106.264",2005/09/17,"503303520050702","703303520060713",,"13","-9999","-970","-150","50","205","400",,7151.032431551499030,7059.000000000000000,7054.000000000000000,Southern Rocky Mountain Ponderosa Pine Woodland,"7054","2054",Tr Southern Rocky Mountain Ponderosa Pine Woodland,Tree,Conifer,"631","Ponderosa Pine Forest, Woodland and Savanna",SAF 237: Interior Ponderosa Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,"214","255","181","0.839216","1.000000","0.709804",0.016439061018508,-106.2595332563,36.3594479471
WY4235310511020050919,,TABLE MOUNTAIN,Wildfire,"14648",MTBS,Initial,"2120","42.353","-105.110",2005/09/19,"503403120050911","503403120050927",,"32","-9999","-970","-150","90","220","400",,7181.421909463291740,7141.000000000000000,7141.000000000000000,Northwestern Great Plains Mixedgrass Prairie,"7141","2141",He Northwestern Great Plains Mixedgrass Prairie,Herb,Grassland,"646",Mixedgrass Prairie,SRM 606: Wheatgrass-Bluestem-Needlegrass,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,"255","176","92","1.000000","0.690196","0.360784",0.007044664850621,-105.1326903526,42.3585055243
WY4176110520520051102,,BROADCAST BURN,Prescribed Fire,"10004048",MTBS,Initial,"3230","41.741","-105.152",2005/11/02,"503403120011103","703403120051106",,"-37","38","-970","-150","-9999","300","9999",,7272.980363786688940,7141.000000000000000,7146.000000000000000,Southern Rocky Mountain Montane-Subalpine Grassland,"7146","2146",He Southern Rocky Mountain Montane-Subalpine Grassland,Herb,Grassland,"617",Grassland,SRM 410: Alpine Rangeland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,"171","145","106","0.670588","0.568627","0.415686",0.009634669159624,-105.1765420964,41.7276419329
CO3739910480620060107,,MAURICIO CANYON,Wildfire,"14810",MTBS,Initial,"4370","37.399","-104.806",2006/01/07,"703303420050421","503303420060416",,"-50","-9999","-970","-150","180","361","600",,7673.184656057756001,7145.000000000000000,7146.000000000000000,Southern Rocky Mountain Montane-Subalpine Grassland,"7146","2146",He Southern Rocky Mountain Montane-Subalpine Grassland,Herb,Grassland,"617",Grassland,SRM 410: Alpine Rangeland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,"171","145","106","0.670588","0.568627","0.415686",0.011816284619043,-104.8116061937,37.4001622458
NM3640710489520060301,,CASA,Wildfire,"15408",MTBS,Initial (SS),"27452","36.407","-104.895",2006/03/01,,"503303520060416",,"-9999","-9999","9999","9999","50","-330","-9999",,7236.545279961104825,7149.000000000000000,7149.000000000000000,Western Great Plains Shortgrass Prairie,"7149","2149",He Western Great Plains Shortgrass Prairie,Herb,Grassland,"648",Shortgrass Prairie,SRM 611: Blue Grama-Buffalograss,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,"255","142","66","1.000000","0.556863","0.258824",0.038204403399172,-104.9024726350,36.4013894042
NM3610510513020060412,,OJO FELIZ,Wildfire,"15387",MTBS,Initial,"17767","36.105","-105.130",2006/04/12,"503303520050702","703303520060713",,"2","-9999","-970","-150","110","184","320",Perimeter of fire difficult to delineate.,7126.893763220145956,7146.000000000000000,7147.000000000000000,Western Great Plains Foothill and Piedmont Grassland,"7147","2147",He Western Great Plains Foothill and Piedmont Grassland,Herb,Grassland,"617",Grassland,SRM 604: Bluestem-Grama Prairie,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,"255","157","77","1.000000","0.615686","0.301961",0.027438946936027,-105.1536662027,36.0985853529
NM3626710493820060616,,RIVERA MESA,Wildfire,"15392",MTBS,Initial,"17803","36.267","-104.938",2006/06/16,"503303520050702","703303520060713",,"48","-9999","-970","-150","200","298","470",,7217.609458733589236,7054.000000000000000,7054.000000000000000,Southern Rocky Mountain Ponderosa Pine Woodland,"7054","2054",Tr Southern Rocky Mountain Ponderosa Pine Woodland,Tree,Conifer,"631","Ponderosa Pine Forest, Woodland and Savanna",SAF 237: Interior Ponderosa Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,"214","255","181","0.839216","1.000000","0.709804",0.034401637619875,-104.9462930657,36.2700401435
CO3761310527620060618,,MATO VEGA,Wildfire,"15049",MTBS,Extended,"13126","37.613","-105.276",2006/06/18,"503303419990904","503303420070825","703303420060713","56","-9999","-970","-150","85","299","550",,7189.983008063969464,7059.000000000000000,7054.000000000000000,Southern Rocky Mountain Ponderosa Pine Woodland,"7054","2054",Tr Southern Rocky Mountain Ponderosa Pine Woodland,Tree,Conifer,"631","Ponderosa Pine Forest, Woodland and Savanna",SAF 237: Interior Ponderosa Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,"214","255","181","0.839216","1.000000","0.709804",0.023704892770322,-105.2922910723,37.5904695830
WY4113910608220060618,,ISABELLE,Wildfire,"15100",MTBS,Extended,"1235","41.139","-106.082",2006/06/18,"503403120040908","503403120070816","503403120060829","14","-9999","-970","-150","110","319","570",,7262.142805690617934,7054.000000000000000,7011.000000000000000,Rocky Mountain Aspen Forest and Woodland,"7011","2011",Tr Rocky Mountain Aspen Forest and Woodland,Tree,Hardwood,"602","Aspen Forest, Woodland, and Parkland",SAF 217: Aspen,Tree-dominated,Open tree canopy,Deciduous open tree canopy,"192","255","138","0.752941","1.000000","0.541176",0.006557079504340,-106.0770870711,41.1411511286
NM3697310445120060621,,BARTLETT,Wildfire,"15381",MTBS,Initial,"1636","36.973","-104.451",2006/06/21,"503203420060527","503203420060628",,"-11","-9999","-970","-150","50","9999","9999",,7217.333288043478206,7146.000000000000000,7146.000000000000000,Southern Rocky Mountain Montane-Subalpine Grassland,"7146","2146",He Southern Rocky Mountain Montane-Subalpine Grassland,Herb,Grassland,"617",Grassland,SRM 410: Alpine Rangeland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,"171","145","106","0.670588","0.568627","0.415686",0.010199883355968,-104.4497813789,36.9757984939
NM3621110689420060624,,BEAR PAW,Wildfire,"15116",MTBS,Extended,"3277","36.211","-106.894",2006/06/24,"503403520060610","503403520070629","503403520060712","-30","-9999","-970","-150","-30","197","440",,7190.420734605200778,7059.000000000000000,7054.000000000000000,Southern Rocky Mountain Ponderosa Pine Woodland,"7054","2054",Tr Southern Rocky Mountain Ponderosa Pine Woodland,Tree,Conifer,"631","Ponderosa Pine Forest, Woodland and Savanna",SAF 237: Interior Ponderosa Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,"214","255","181","0.839216","1.000000","0.709804",0.011784583832566,-106.8968440659,36.2093504224
WY4246210536420060806,,ELK MOUNTAIN,Wildfire,"15749",MTBS,Extended,"1216","42.462","-105.364",2006/08/06,"503403120040908","503403120070816","503403120060829","-106","-9999","-970","-150","10","82","200",,7136.878632791080236,7126.000000000000000,7141.000000000000000,Northwestern Great Plains Mixedgrass Prairie,"7141","2141",He Northwestern Great Plains Mixedgrass Prairie,Herb,Grassland,"646",Mixedgrass Prairie,SRM 606: Wheatgrass-Bluestem-Needlegrass,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,"255","176","92","1.000000","0.690196","0.360784",0.009564653907717,-105.3653333682,42.4647022187
WY4274010644720060814,,JACKSON CANYON,Wildfire,"15019",MTBS,Extended,"11686","42.740","-106.447",2006/08/14,"503503020050614","503503020070620","503503020060905","-38","-9999","-970","-150","80","178","330",,7252.640762658649692,7086.000000000000000,7054.000000000000000,Southern Rocky Mountain Ponderosa Pine Woodland,"7054","2054",Tr Southern Rocky Mountain Ponderosa Pine Woodland,Tree,Conifer,"631","Ponderosa Pine Forest, Woodland and Savanna",SAF 237: Interior Ponderosa Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,"214","255","181","0.839216","1.000000","0.709804",0.022951228006552,-106.4079873195,42.7463192643
WY4177210521720060823,,TRAILER,Wildfire,"10010107",MTBS,Initial,"8040","41.77","-105.215",2006/08/23,"503403120040908","503403120060829",,"24","21","-970","-150","90","317","580",,7130.603458771444821,7086.000000000000000,7086.000000000000000,Rocky Mountain Lower Montane-Foothill Shrubland,"7086","2086",Sh Rocky Mountain Lower Montane-Foothill Shrubland,Shrub,Shrubland,"612",Deciduous Shrubland,SRM 421: Chokecherry-Serviceberry-Rose,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,"117","87","61","0.458824","0.341176","0.239216",0.019693758333762,-105.2187309967,41.7575578535
CO3959010746220070618,,NEWCASTLE,Wildfire,"16030",MTBS,Extended,"1269","39.590","-107.462",2007/06/18,"503503320060617","503503320080708","503503320070706","-25","-9999","-970","-150","70","164","310",,7289.916243210092944,7107.000000000000000,7107.000000000000000,Rocky Mountain Gambel Oak-Mixed Montane Shrubland,"7107","2107",Sh Rocky Mountain Gambel Oak-Mixed Montane Shrubland,Shrub,Shrubland,"612",Deciduous Shrubland,SRM 413: Gambel oak,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,"245","175","54","0.960784","0.686275","0.211765",0.010630293338712,-107.4592357013,39.5919152278
CO3861310485820080416,,TA-25,Wildfire,"16693",MTBS,Initial,"8253","38.613","-104.858",2008/04/16,"503303320070622","503303320080624",,"81","-9999","-970","-150","200","342","550",,7283.895701387953522,7147.000000000000000,7147.000000000000000,Western Great Plains Foothill and Piedmont Grassland,"7147","2147",He Western Great Plains Foothill and Piedmont Grassland,Herb,Grassland,"617",Grassland,SRM 604: Bluestem-Grama Prairie,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,"255","157","77","1.000000","0.615686","0.301961",0.017854846780140,-104.8566466521,38.6218540664
NM3686510484320080619,,WEST FORK,Wildfire,"16694",MTBS,Extended,"5436","36.865","-104.843",2008/06/19,"503303420070825","503303420090830","503303420080710","33","-9999","-970","-150","100","213","380",perimeter difficult to delineate,7097.403199410849993,7054.000000000000000,7054.000000000000000,Southern Rocky Mountain Ponderosa Pine Woodland,"7054","2054",Tr Southern Rocky Mountain Ponderosa Pine Woodland,Tree,Conifer,"631","Ponderosa Pine Forest, Woodland and Savanna",SAF 237: Interior Ponderosa Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,"214","255","181","0.839216","1.000000","0.709804",0.013876964289548,-104.8406964286,36.8617820025
CO3874110535020080627,,NASH RANCH,Wildfire,"16696",MTBS,Initial,"1107","38.741","-105.350",2008/06/27,"503303320070809","503303320080811",,"65","-9999","-970","-150","110","9999","9999",,7190.765236567762258,7126.000000000000000,7146.000000000000000,Southern Rocky Mountain Montane-Subalpine Grassland,"7146","2146",He Southern Rocky Mountain Montane-Subalpine Grassland,Herb,Grassland,"617",Grassland,SRM 410: Alpine Rangeland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,"171","145","106","0.670588","0.568627","0.415686",0.009667457935427,-105.3495208525,38.7418488658
CO3898310819420080708,,COAL CREEK WFU,Wildfire,"16984",MTBS,Extended,"1559","38.983","-108.194",2008/07/08,"503503320070706","503503320090711","503503320080724","-25","-9999","-970","-150","20","188","390",,7105.799942881621973,7086.000000000000000,7107.000000000000000,Rocky Mountain Gambel Oak-Mixed Montane Shrubland,"7107","2107",Sh Rocky Mountain Gambel Oak-Mixed Montane Shrubland,Shrub,Shrubland,"612",Deciduous Shrubland,SRM 413: Gambel oak,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,"245","175","54","0.960784","0.686275","0.211765",0.009252638296563,-108.1985470807,38.9838733317
CO4009910509920090107,,OLD STAGE,Wildfire,"10004058",MTBS,Initial,"3160","40.091","-105.281",2009/01/07,"503303220050123","503303220090203",,"34","47","-970","-150","110","9999","9999",,7357.623556744579219,7147.000000000000000,7147.000000000000000,Western Great Plains Foothill and Piedmont Grassland,"7147","2147",He Western Great Plains Foothill and Piedmont Grassland,Herb,Grassland,"617",Grassland,SRM 604: Bluestem-Grama Prairie,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,"255","157","77","1.000000","0.615686","0.301961",0.011688549009849,-105.2868792517,40.0914687810
NM3574610634920090702,,SAN MIGUEL,Wildfire,"18141",MTBS,Extended,"1692","35.746","-106.349",2009/07/02,"503303520090611","503303520100630",,"41","-9999","-970","-150","70","190","9999",,7101.575594378037749,7080.000000000000000,7080.000000000000000,Inter-Mountain Basins Big Sagebrush Shrubland,"7080","2080",Sh Inter-Mountain Basins Big Sagebrush Shrubland,Shrub,Shrubland,"604",Big Sagebrush Shrubland and Steppe,SRM 403: Wyoming Big Sagebrush,Shrub-dominated,Shrubland,Evergreen shrubland,"130","101","72","0.509804","0.396078","0.282353",0.010429119417424,-106.3497325460,35.7391287625
