Event_ID,irwinID,Incid_Name,Incid_Type,Map_ID,Map_Prog,Asmnt_Type,BurnBndAc,BurnBndLat,BurnBndLon,Ig_Date,Pre_ID,Post_ID,Perim_ID,dNBR_offst,dNBR_stdDv,NoData_T,IncGreen_T,Low_T,Mod_T,High_T,Comment,_EVT_mean,_EVT_media,_EVT_major,LF20_EVT_2,LF20_EVT_1,LF20_EVT_3,LF20_EVT_4,maj_veg_cl,LF20_EVT_6,LF20_EVT_7,LF20_EVT_8,LF20_EVT_9,LF20_EVT10,LF20_EVT11,LF20_EVT12,LF20_EVT13,LF20_EVT14,LF20_EVT15,LF20_EVT16,LF20_EVT17,LF20_EVT18,x,y
MT4540011110320120828,,MILLIE,Wildfire,"1860",MTBS,Extended,"10497","45.426","-111.061",2012/08/28,"503902820110814","703902820130710","703902820120909","27","-9999","-970","-150","50","302","580",,7192.243098955575078,7139.000000000000000,7126.000000000000000,Inter-Mountain Basins Montane Sagebrush Steppe,"7126","2126",Sh Inter-Mountain Basins Montane Sagebrush Steppe,Shrub,Shrubland,"604",Big Sagebrush Shrubland and Steppe,SRM 402: Mountain Big Sagebrush,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,"219","140","37","0.858824","0.549020","0.145098",-111.0802796771,45.4206813655
MT4583811234320120828,,NINETEEN MILE,Wildfire,"1862",MTBS,Extended,"3549","45.863","-112.319",2012/08/28,"503902820110814","703902820130710","703902820120909","-14","-9999","-970","-150","50","302","580",,7141.741796092184813,7125.000000000000000,7125.000000000000000,Inter-Mountain Basins Big Sagebrush Steppe,"7125","2125",Sh Inter-Mountain Basins Big Sagebrush Steppe,Shrub,Shrubland,"604",Big Sagebrush Shrubland and Steppe,SRM 314: Big Sagebrush-Bluebunch Wheatgrass,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,"230","151","41","0.901961","0.592157","0.160784",-112.3161864678,45.8602816089
MT4716311386320120829,,WHITE HORSE,Wildfire,"1075",MTBS,Extended,"1412","47.15","-113.83",2012/08/29,"504102720100724","804102720130716",,"5","-9999","-970","-150","50","270","520",,7107.884803534795537,7056.000000000000000,7166.000000000000000,Middle Rocky Mountain Montane Douglas-fir Forest and Woodland,"7166","2166",Tr Middle Rocky Mountain Montane Douglas-fir Forest and Woodland,Tree,Conifer,"614",Douglas-fir Forest and Woodland,SAF 210: Interior Douglas-Fir,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,"0","51","0","0.000000","0.200000","0.000000",-113.8415680746,47.1503574240
MT4549611056620120829,,PINE CREEK,Wildfire,"1940",MTBS,Extended,"7707","45.506","-110.512",2012/08/29,"503802820110924","703802820130820","703802820120902","-48","-9999","-970","-150","50","324","620",,7241.012146566647061,7126.000000000000000,7126.000000000000000,Inter-Mountain Basins Montane Sagebrush Steppe,"7126","2126",Sh Inter-Mountain Basins Montane Sagebrush Steppe,Shrub,Shrubland,"604",Big Sagebrush Shrubland and Steppe,SRM 402: Mountain Big Sagebrush,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,"219","140","37","0.858824","0.549020","0.145098",-110.4944283661,45.5181782293
WY4339911075720120908,,HORSETHIEF CANYON,Wildfire,"1274",MTBS,Extended,"2785","43.435","-110.737",2012/09/08,"503803020110823","703803020130719",,"-51","-9999","-970","-150","60","306","580",,7164.612499002314507,7126.000000000000000,7126.000000000000000,Inter-Mountain Basins Montane Sagebrush Steppe,"7126","2126",Sh Inter-Mountain Basins Montane Sagebrush Steppe,Shrub,Shrubland,"604",Big Sagebrush Shrubland and Steppe,SRM 402: Mountain Big Sagebrush,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,"219","140","37","0.858824","0.549020","0.145098",-110.7262146957,43.4407470194
MT4617911126920120910,,BEAN CANYON,Wildfire,"1864",MTBS,Initial,"4285","46.15","-111.26",2012/09/10,"503902820110915","703902820120925",,"20","-9999","-970","-150","50","305","9999",nlcd way off,7138.908925697076484,7125.000000000000000,7125.000000000000000,Inter-Mountain Basins Big Sagebrush Steppe,"7125","2125",Sh Inter-Mountain Basins Big Sagebrush Steppe,Shrub,Shrubland,"604",Big Sagebrush Shrubland and Steppe,SRM 314: Big Sagebrush-Bluebunch Wheatgrass,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,"230","151","41","0.901961","0.592157","0.160784",-111.2599180168,46.1477289050
MT4607711363820130716,,MOOSE MEADOWS,Wildfire,"20340",MTBS,Extended,"3449","46.075","-113.589",2013/07/16,"804002820130709","804102820140703","804102820130817","0","-9999","-970","-150","54","300","590",,7102.940638092169138,7106.000000000000000,7126.000000000000000,Inter-Mountain Basins Montane Sagebrush Steppe,"7126","2126",Sh Inter-Mountain Basins Montane Sagebrush Steppe,Shrub,Shrubland,"604",Big Sagebrush Shrubland and Steppe,SRM 402: Mountain Big Sagebrush,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,"219","140","37","0.858824","0.549020","0.145098",-113.6099034467,46.0786729908
WY4395910974120130720,,HARDLUCK,Wildfire,"20766",MTBS,Extended,"25911","43.932","-109.726",2013/07/20,"503703020110816","803703020140723",,"60","-9999","-970","-150","76","270","508",,7331.021930878264357,7126.000000000000000,7126.000000000000000,Inter-Mountain Basins Montane Sagebrush Steppe,"7126","2126",Sh Inter-Mountain Basins Montane Sagebrush Steppe,Shrub,Shrubland,"604",Big Sagebrush Shrubland and Steppe,SRM 402: Mountain Big Sagebrush,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,"219","140","37","0.858824","0.549020","0.145098",-109.6945364254,43.9541793935
WY4273810886420130722,,FAIRFIELD,Wildfire,"20765",MTBS,Initial,"1457","42.74","-108.848",2013/07/22,"503703020110816","803703020130805",,"30","-9999","-970","-150","83","329","605",,7252.604179377669425,7126.000000000000000,7126.000000000000000,Inter-Mountain Basins Montane Sagebrush Steppe,"7126","2126",Sh Inter-Mountain Basins Montane Sagebrush Steppe,Shrub,Shrubland,"604",Big Sagebrush Shrubland and Steppe,SRM 402: Mountain Big Sagebrush,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,"219","140","37","0.858824","0.549020","0.145098",-108.8524781903,42.7380082209
MT4482411189420130812,,EUREKA,Wildfire,"20727",MTBS,Extended,"6213","44.844","-111.884",2013/08/12,"803902920130616","703902920140611","803902920130819","-8","-9999","-970","-150","154","288","482",,7235.872028072185458,7126.000000000000000,7126.000000000000000,Inter-Mountain Basins Montane Sagebrush Steppe,"7126","2126",Sh Inter-Mountain Basins Montane Sagebrush Steppe,Shrub,Shrubland,"604",Big Sagebrush Shrubland and Steppe,SRM 402: Mountain Big Sagebrush,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,"219","140","37","0.858824","0.549020","0.145098",-111.8973696263,44.8305802401
WY4458611055120130814,,ALUM,Wildfire,"20788",MTBS,Extended,"7084","44.592","-110.485",2013/08/14,"803802920130812","703802920140722","703802920130921","-27","1","-970","-150","9","247","505",,7173.453689167974517,7106.000000000000000,7050.000000000000000,Rocky Mountain Lodgepole Pine Forest,"7050","2050",Tr Rocky Mountain Lodgepole Pine Forest,Tree,Conifer,"622",Lodgepole Pine Forest and Woodland,SAF 218: Lodgepole Pine,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,"163","240","219","0.639216","0.941176","0.858824",-110.5420517264,44.5907007897
WY4434311031120130814,,ALDER,Wildfire,"20789",MTBS,Extended,"3261","44.352","-110.301",2013/08/14,"503802920110706","703802920140706","703802920130921","-49","1","-970","-150","1","197","419",,7564.680283707290073,7126.000000000000000,7050.000000000000000,Rocky Mountain Lodgepole Pine Forest,"7050","2050",Tr Rocky Mountain Lodgepole Pine Forest,Tree,Conifer,"622",Lodgepole Pine Forest and Woodland,SAF 218: Lodgepole Pine,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,"163","240","219","0.639216","0.941176","0.858824",-110.3052122652,44.3517129234
MT4548111089520130816,,MINER PARADISE COMPLEX,Wildfire,"20396",MTBS,Extended,"12210","45.298","-110.803",2013/08/16,"503802920090716","703802920140722","703802920130921","-30","-9999","-970","-150","28","214","432",,7178.955771226716024,7126.000000000000000,7126.000000000000000,Inter-Mountain Basins Montane Sagebrush Steppe,"7126","2126",Sh Inter-Mountain Basins Montane Sagebrush Steppe,Shrub,Shrubland,"604",Big Sagebrush Shrubland and Steppe,SRM 402: Mountain Big Sagebrush,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,"219","140","37","0.858824","0.549020","0.145098",-110.7425342508,45.2301478411
WY4368810966320130830,,BURROUGHS,Wildfire,"20757",MTBS,Extended,"1663","43.696","-109.654",2013/08/30,"503703020110816","803703020140723",,"-3","-9999","-970","-150","69","251","471",,7155.940736785904846,7126.000000000000000,7126.000000000000000,Inter-Mountain Basins Montane Sagebrush Steppe,"7126","2126",Sh Inter-Mountain Basins Montane Sagebrush Steppe,Shrub,Shrubland,"604",Big Sagebrush Shrubland and Steppe,SRM 402: Mountain Big Sagebrush,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,"219","140","37","0.858824","0.549020","0.145098",-109.6452915716,43.6906421945
WY4444011029620131001,,FY13 YELL WFU INCIDENTS,Prescribed Fire,"20796",MTBS,Extended,"2125","44.471","-110.27",2013/10/01,"503802920110706","703802920140706","803802920130609","-64","-9999","-970","-150","1","183","397",,7347.519091955225122,7126.000000000000000,7050.000000000000000,Rocky Mountain Lodgepole Pine Forest,"7050","2050",Tr Rocky Mountain Lodgepole Pine Forest,Tree,Conifer,"622",Lodgepole Pine Forest and Woodland,SAF 218: Lodgepole Pine,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,"163","240","219","0.639216","0.941176","0.858824",-110.2694495582,44.4755015276
WY4433510966920140723,DF599338-B6B8-4765-875A-DDC6B95DAD3A,SWEDE,Wildfire,"23686",MTBS,Extended,"1753","44.33","-109.645",2014/07/23,"803702920140723","803802920150802",,"-60","-9999","-970","-150","30","187","380",,7245.859424515148021,7126.000000000000000,7126.000000000000000,Inter-Mountain Basins Montane Sagebrush Steppe,"7126","2126",Sh Inter-Mountain Basins Montane Sagebrush Steppe,Shrub,Shrubland,"604",Big Sagebrush Shrubland and Steppe,SRM 402: Mountain Big Sagebrush,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,"219","140","37","0.858824","0.549020","0.145098",-109.6358789119,44.3278536678
MT4633511122620150721,4DB8C936-839F-4A7D-80AD-9810BBD74AC5,CABIN GULCH,Wildfire,"25766",MTBS,Extended,"1435","46.343","-111.21",2015/07/21,"803902820140907","803902820160726","803902820150910","-31","46","-970","-150","50","313","600",,7196.187983895943034,7139.000000000000000,7139.000000000000000,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,"7139","2139",He Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,Herb,Grassland,"617",Grassland,SRM 311: Rough Fescue-Bluebunch Wheatgrass,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,"255","191","102","1.000000","0.749020","0.400000",-111.2125882010,46.3425659027
MT4701311263420150811,291F7E8F-A9D5-439D-8FB5-4D49B88414CC,SUCKER CREEK,Wildfire,"25700",MTBS,Extended,"3304","47.026","-112.608",2015/08/11,"804002720150731","804002720160802","804002720150901","-45","15","-970","-150","20","194","400",,7155.122991056418869,7106.000000000000000,7106.000000000000000,Northern Rocky Mountain Montane-Foothill Deciduous Shrubland,"7106","2106",Sh Northern Rocky Mountain Montane-Foothill Deciduous Shrubland,Shrub,Shrubland,"612",Deciduous Shrubland,SRM 421: Chokecherry-Serviceberry-Rose,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,"117","87","61","0.458824","0.341176","0.239216",-112.6067458541,47.0226234329
MT4605511144220150814,93379D38-948C-4F0A-8DA7-DDE55B20BECA,EUSTIS,Wildfire,"24192",MTBS,Initial,"8469","46.038","-111.469",2015/08/14,"803902820140907","803902820150910",,"-28","-9999","-970","-150","50","310","9999",,7253.109357354833264,7125.000000000000000,7125.000000000000000,Inter-Mountain Basins Big Sagebrush Steppe,"7125","2125",Sh Inter-Mountain Basins Big Sagebrush Steppe,Shrub,Shrubland,"604",Big Sagebrush Shrubland and Steppe,SRM 314: Big Sagebrush-Bluebunch Wheatgrass,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,"230","151","41","0.901961","0.592157","0.160784",-111.4668697559,46.0303392923
WY4324810945920150816,09BD8D73-F07F-4FCC-825F-FE6D64BC1AFA,LITTLE BOB LAKE,Wildfire,"25676",MTBS,Extended,"1333","43.258","-109.447",2015/08/16,"803703020140723","803703020160712","803703020150827","-8","23","-970","-150","40","293","570",,7179.631438573095693,7126.000000000000000,7126.000000000000000,Inter-Mountain Basins Montane Sagebrush Steppe,"7126","2126",Sh Inter-Mountain Basins Montane Sagebrush Steppe,Shrub,Shrubland,"604",Big Sagebrush Shrubland and Steppe,SRM 402: Mountain Big Sagebrush,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,"219","140","37","0.858824","0.549020","0.145098",-109.4482232975,43.2593865209
MT4551511324520150821,FAA85F63-93F0-49E1-8125-4265F0BAA24E,BEAR LAKE,Wildfire,"25858",MTBS,Extended,"4695","45.528","-113.219",2015/08/21,"804002820140829","804002820160802",,"12","25","-970","-150","50","292","560",,7135.479374110953358,7126.000000000000000,7140.000000000000000,Northern Rocky Mountain Subalpine-Upper Montane Grassland,"7140","2140",He Northern Rocky Mountain Subalpine-Upper Montane Grassland,Herb,Grassland,"617",Grassland,SRM 312: Rough Fescue-Idaho Fescue,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,"255","184","97","1.000000","0.721569","0.380392",-113.2351839056,45.5252521426
WY4457311058820150909,8771785C-326A-4241-B842-4D15A4D70BF9,SPRUCE,Wildfire,"10014145",MTBS,Extended,"2220","44.574","-110.562",2015/09/09,"803802920140730","803802920160804",,"34","35","-970","-150","50","313","600",,7179.935261156693741,7140.000000000000000,7145.000000000000000,Rocky Mountain Subalpine-Montane Mesic Meadow,"7145","2145",He Rocky Mountain Subalpine-Montane Mesic Meadow,Herb,Grassland,"601","Alpine Dwarf-Shrubland, Fell-field and Meadow",SRM 409: Tall Forb,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,"255","163","82","1.000000","0.639216","0.321569",-110.5651077388,44.5722324409
MT4592411142320151011,ED88D83E-D5F6-4174-93AA-B1B5F4D15C68,COTTONWOOD GULCH,Wildfire,"24195",MTBS,Initial,"8100","45.943","-111.349",2015/10/11,"803902820140923","803902820151028",,"-41","-9999","-970","-150","50","320","9999",,7203.847602833763631,7125.000000000000000,7125.000000000000000,Inter-Mountain Basins Big Sagebrush Steppe,"7125","2125",Sh Inter-Mountain Basins Big Sagebrush Steppe,Shrub,Shrubland,"604",Big Sagebrush Shrubland and Steppe,SRM 314: Big Sagebrush-Bluebunch Wheatgrass,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,"230","151","41","0.901961","0.592157","0.160784",-111.3664612084,45.9368125978
ID4360011349920160704,452DD092-88A9-4F83-9E6A-ECB4235E30F0,TIMBERED DOME,Wildfire,"26520",MTBS,Initial,"2085","43.613","-113.513",2016/07/04,"804003020160701","804003020160717",,"38","12","-970","-150","70","315","590",,7150.736583804545262,7126.000000000000000,7125.000000000000000,Inter-Mountain Basins Big Sagebrush Steppe,"7125","2125",Sh Inter-Mountain Basins Big Sagebrush Steppe,Shrub,Shrubland,"604",Big Sagebrush Shrubland and Steppe,SRM 314: Big Sagebrush-Bluebunch Wheatgrass,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,"230","151","41","0.901961","0.592157","0.160784",-113.5108840359,43.6171001465
WY4364210996820160712,3A40F797-9167-4CC4-9AB9-759A9D483783,LAVA MOUNTAIN,Wildfire,"10005292",MTBS,Extended,"14652","43.611","-109.9",2016/07/11,"803703020140723","803803020170722",,"-67","16","-970","-150","25","315","625",,7187.956376552016991,7140.000000000000000,7145.000000000000000,Rocky Mountain Subalpine-Montane Mesic Meadow,"7145","2145",He Rocky Mountain Subalpine-Montane Mesic Meadow,Herb,Grassland,"601","Alpine Dwarf-Shrubland, Fell-field and Meadow",SRM 409: Tall Forb,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,"255","163","82","1.000000","0.639216","0.321569",-109.8751857174,43.6018135518
WY4323911049120160717,DB549EF2-77E5-4CBB-ABFA-66EA6588FA0E,CLIFF CREEK,Wildfire,"10005128",MTBS,Extended,"36131","43.296","-110.382",2016/07/17,"803803020150701","803803020170722",,"24","39","-970","-150","70","299","560",Used modified GeoMAC perimeter.,7172.934535898477407,7140.000000000000000,7140.000000000000000,Northern Rocky Mountain Subalpine-Upper Montane Grassland,"7140","2140",He Northern Rocky Mountain Subalpine-Upper Montane Grassland,Herb,Grassland,"617",Grassland,SRM 312: Rough Fescue-Idaho Fescue,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,"255","184","97","1.000000","0.721569","0.380392",-110.3266772250,43.2888428098
WY4402111078620160725,A6F68257-0F59-42E8-B5C0-85AC7FBFD640,BERRY,Wildfire,"10004889",MTBS,Extended,"20783","44.048","-110.723",2016/07/25,"803802920160719","803802920170722",,"13","16","-970","-150","70","299","560",,7383.218052597215319,7145.000000000000000,7145.000000000000000,Rocky Mountain Subalpine-Montane Mesic Meadow,"7145","2145",He Rocky Mountain Subalpine-Montane Mesic Meadow,Herb,Grassland,"601","Alpine Dwarf-Shrubland, Fell-field and Meadow",SRM 409: Tall Forb,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,"255","163","82","1.000000","0.639216","0.321569",-110.7606661507,44.0128569123
WY4444510942720160802,3462993C-2C5D-4DB5-B443-ACC443B60BA2,WHIT,Wildfire,"10005126",MTBS,Initial,"12731","44.409","-109.361",2016/08/02,"803702920160728","803702920160829",,"6","28","-970","-150","70","294","550",,7293.640359762486696,7139.000000000000000,7126.000000000000000,Inter-Mountain Basins Montane Sagebrush Steppe,"7126","2126",Sh Inter-Mountain Basins Montane Sagebrush Steppe,Shrub,Shrubland,"604",Big Sagebrush Shrubland and Steppe,SRM 402: Mountain Big Sagebrush,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,"219","140","37","0.858824","0.549020","0.145098",-109.3870897601,44.4082497739
WY4492611093820160805,04E23FEA-0878-4746-9C7D-7B14E7CE6E53,FAWN,Wildfire,"10005117",MTBS,Extended,"3161","44.936","-110.913",2016/08/05,"803802920150802","803802920170722",,"-42","17","-970","-150","25","205","400",,7386.676371308017224,7140.000000000000000,7145.000000000000000,Rocky Mountain Subalpine-Montane Mesic Meadow,"7145","2145",He Rocky Mountain Subalpine-Montane Mesic Meadow,Herb,Grassland,"601","Alpine Dwarf-Shrubland, Fell-field and Meadow",SRM 409: Tall Forb,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,"255","163","82","1.000000","0.639216","0.321569",-110.9427687755,44.9333527127
WY4474311097820160809,F3D4115C-8C99-4D75-BDD4-044CE8F5DC91,MAPLE,Wildfire,"10005020",MTBS,Extended,"103193","44.731","-110.982",2016/08/09,"803802920150802","803802920170722",,"-1","20","-970","-150","60","241","460",,7655.331702417491215,7140.000000000000000,7126.000000000000000,Inter-Mountain Basins Montane Sagebrush Steppe,"7126","2126",Sh Inter-Mountain Basins Montane Sagebrush Steppe,Shrub,Shrubland,"604",Big Sagebrush Shrubland and Steppe,SRM 402: Mountain Big Sagebrush,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,"219","140","37","0.858824","0.549020","0.145098",-110.9991930804,44.7226939969
WY4389410898120160809,056F40D3-1697-4248-94F9-9DD3DC8024C1,TWIN LAKES,Wildfire,"10005149",MTBS,Extended,"1813","43.902","-108.963",2016/08/09,"803703020140723","803702920170715",,"-40","32","-970","-150","20","227","460",,7177.008454846220047,7140.000000000000000,7140.000000000000000,Northern Rocky Mountain Subalpine-Upper Montane Grassland,"7140","2140",He Northern Rocky Mountain Subalpine-Upper Montane Grassland,Herb,Grassland,"617",Grassland,SRM 312: Rough Fescue-Idaho Fescue,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,"255","184","97","1.000000","0.721569","0.380392",-108.9608566740,43.8971488179
WY4487710971720160810,C2A799EE-9ABE-4D4B-A0EA-98C62958F662,HUNTER PEAK,Wildfire,"10005120",MTBS,Extended,"3702","44.867","-109.7",2016/08/10,"803802920150802","803802920170722",,"-45","27","-970","-150","30","193","390",Used GeoMAC perimeter and 2016 landsat imagery after the fire event to help to deliniate perimeter.,7159.342362904679248,7140.000000000000000,7140.000000000000000,Northern Rocky Mountain Subalpine-Upper Montane Grassland,"7140","2140",He Northern Rocky Mountain Subalpine-Upper Montane Grassland,Herb,Grassland,"617",Grassland,SRM 312: Rough Fescue-Idaho Fescue,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,"255","184","97","1.000000","0.721569","0.380392",-109.7020822959,44.8667377457
WY4496811035620160813,A398FEBD-412F-4516-920C-64B82ACBD7DC,BUFFALO,Wildfire,"10004881",MTBS,Extended,"13706","44.981","-110.291",2016/08/13,"803802920150701","803802920170706",,"18","27","-970","-150","50","259","520",,7301.349713562375655,7140.000000000000000,7126.000000000000000,Inter-Mountain Basins Montane Sagebrush Steppe,"7126","2126",Sh Inter-Mountain Basins Montane Sagebrush Steppe,Shrub,Shrubland,"604",Big Sagebrush Shrubland and Steppe,SRM 402: Mountain Big Sagebrush,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,"219","140","37","0.858824","0.549020","0.145098",-110.3285961388,44.9634074977
ID4337411194720160821,D24C8763-6708-4D8E-93FA-A9F37E5314BA,HENRYS CREEK,Wildfire,"26514",MTBS,Initial,"52988","43.447","-111.765",2016/08/21,"803803020160820","803903020160827",,"-5","15","-970","-150","50","297","570",,7517.440931298478972,7139.000000000000000,7139.000000000000000,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,"7139","2139",He Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,Herb,Grassland,"617",Grassland,SRM 311: Rough Fescue-Bluebunch Wheatgrass,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,"255","191","102","1.000000","0.749020","0.400000",-111.7027622653,43.4938819565
ID4355611124820160823,9F8C6EC0-1254-4E8E-9558-D9E32BA595BD,TIE,Wildfire,"10005129",MTBS,Extended,"1085","43.551","-111.226",2016/08/23,"803803020160804","803803020170722",,"-71","37","-970","-150","-30","230","500",,7233.621149897330724,7166.000000000000000,7166.000000000000000,Middle Rocky Mountain Montane Douglas-fir Forest and Woodland,"7166","2166",Tr Middle Rocky Mountain Montane Douglas-fir Forest and Woodland,Tree,Conifer,"614",Douglas-fir Forest and Woodland,SAF 210: Interior Douglas-Fir,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,"0","51","0","0.000000","0.200000","0.000000",-111.2226227909,43.5485574229
WY4457911058620160826,C88E8150-36FE-4593-A0F5-8CE414D622B9,CENTRAL,Wildfire,"10014143",MTBS,Extended,"2340","44.595","-110.574",2016/08/26,"803802920160804","803802920170823",,"-15","51","-970","-150","50","265","510","NPS burn area boundary (NPS WF Feature Server) was used. Fire perimeter was revised based on the visible fire/burn scar in post fire image, perimeter image and dNBR.",7298.837321937321576,7140.000000000000000,7145.000000000000000,Rocky Mountain Subalpine-Montane Mesic Meadow,"7145","2145",He Rocky Mountain Subalpine-Montane Mesic Meadow,Herb,Grassland,"601","Alpine Dwarf-Shrubland, Fell-field and Meadow",SRM 409: Tall Forb,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,"255","163","82","1.000000","0.639216","0.321569",-110.5865861822,44.5861940185
MT4644711368920170713,A5358920-6729-4866-A57A-2ACCFEDD06E3,LITTLE HOGBACK,Wildfire,"10009232",MTBS,Extended,"34646","46.427","-113.596",2017/07/01,"804002820160802","804002820180723","804102820170929","34","16","-970","-150","60","295","570",Modified Geomac perimeter,7103.829217882474040,7050.000000000000000,7050.000000000000000,Rocky Mountain Lodgepole Pine Forest,"7050","2050",Tr Rocky Mountain Lodgepole Pine Forest,Tree,Conifer,"622",Lodgepole Pine Forest and Woodland,SAF 218: Lodgepole Pine,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,"163","240","219","0.639216","0.941176","0.858824",-113.6016590351,46.4213309659
MT4702111269120170715,AEED1525-859F-4A71-AB70-129938F11CB9,PARK CREEK,Wildfire,"10009007",MTBS,Extended,"17915","47.045","-112.736",2017/07/14,"804002720160802","804002720180723","804002720170821","-3","39","-970","-150","85","320","615",,7121.981949996275944,7050.000000000000000,7050.000000000000000,Rocky Mountain Lodgepole Pine Forest,"7050","2050",Tr Rocky Mountain Lodgepole Pine Forest,Tree,Conifer,"622",Lodgepole Pine Forest and Woodland,SAF 218: Lodgepole Pine,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,"163","240","219","0.639216","0.941176","0.858824",-112.6693528421,47.0235948821
MT4713911378020170715,DF58FFB0-560D-4B7E-861C-F380D42B2B88,LIBERTY,Wildfire,"10009206",MTBS,Extended,"27731","47.085","-113.737",2017/07/15,"804102720160724","804102720180714",,"29","29","-970","-150","50","315","620",,7117.414266921213311,7050.000000000000000,7050.000000000000000,Rocky Mountain Lodgepole Pine Forest,"7050","2050",Tr Rocky Mountain Lodgepole Pine Forest,Tree,Conifer,"622",Lodgepole Pine Forest and Woodland,SAF 218: Lodgepole Pine,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,"163","240","219","0.639216","0.941176","0.858824",-113.7427060448,47.1177590545
MT4727311313820170716,C2754C1A-DE7D-47F4-BD7F-D6AEE1D9639E,MONAHAN,Wildfire,"10009011",MTBS,Extended,"3719","47.298","-113.111",2017/07/16,"804002720160802","804002720180723","804102720170929","11","15","-970","-150","90","290","605",,7136.863228431255266,7046.000000000000000,7046.000000000000000,Northern Rocky Mountain Subalpine Woodland and Parkland,"7046","2046",Tr Northern Rocky Mountain Subalpine Woodland and Parkland,Tree,Conifer,"640",Subalpine Woodland and Parkland,SAF 208: Whitebark Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,"191","255","233","0.749020","1.000000","0.913725",-113.1115374600,47.3035573139
WY4443910972320170718,4472D8FE-C389-4598-B62C-E85D56C8955A,JUNE,Wildfire,"10009081",MTBS,Extended,"1418","44.432","-109.706",2017/07/18,"803702920160728","803702920180718","803702920170901","-23","24","-970","-150","25","315","595",Geomac perimeter modified.,7220.565673981191139,7166.000000000000000,7166.000000000000000,Middle Rocky Mountain Montane Douglas-fir Forest and Woodland,"7166","2166",Tr Middle Rocky Mountain Montane Douglas-fir Forest and Woodland,Tree,Conifer,"614",Douglas-fir Forest and Woodland,SAF 210: Interior Douglas-Fir,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,"0","51","0","0.000000","0.200000","0.000000",-109.7128921682,44.4312380405
MT4665411363020170719,0AF94AB3-DF1A-4DDF-AA69-D355CCD221D4,GOAT CREEK,Wildfire,"10009244",MTBS,Extended,"8183","46.646","-113.613",2017/07/19,"804002820160802","804002820180723","804102820170929","-38","22","-970","-150","-9999","290","530",,7139.793415369570539,7139.000000000000000,7166.000000000000000,Middle Rocky Mountain Montane Douglas-fir Forest and Woodland,"7166","2166",Tr Middle Rocky Mountain Montane Douglas-fir Forest and Woodland,Tree,Conifer,"614",Douglas-fir Forest and Woodland,SAF 210: Interior Douglas-Fir,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,"0","51","0","0.000000","0.200000","0.000000",-113.6159077279,46.6375731771
